case_id,label,outcome,customer_id,target_txn_id,target_selection,opened_at,closed_at,target_ts,target_after_case_open,risk_score,amount,channel,ProductCD,strong_evidence_count,medium_evidence_count,weak_evidence_count,not_material_evidence_count,supporting_evidence_count,contradicting_evidence_count,context_evidence_count,strong_support_count,medium_support_count,weak_support_count,strong_contradiction_count,medium_contradiction_count,weak_contradiction_count,independent_evidence_count,independent_evidence_groups,contradiction_count,card_testing,cnp,cnp_new_device,account_takeover,out_of_region,new_device,proxy_network,channel_novelty,product_novelty,out_of_region_behavior,repeated_historical_abuse,shared_device_profile,card_testing_strength,cnp_strength,cnp_new_device_strength,account_takeover_strength,out_of_region_strength,new_device_strength,proxy_network_strength,channel_novelty_strength,product_novelty_strength,out_of_region_behavior_strength,email_novelty_strength,post_flagged_activity_strength,shared_device_profile_strength,historical_case_strength,historical_cleared_signal,repeated_historical_abuse_strength,historical_case_count,historical_confirmed_count,historical_cleared_count,shared_device_customer_count,shared_device_other_customer_count,shared_device_transaction_count,device_profile_specificity,txn_count_24h,txn_count_48h,txn_count_7d,txn_count_30d,online_count_24h,online_count_48h,online_count_7d,in_person_count_7d,small_auth_count_24h,small_auth_count_48h,small_auth_count_7d,post_flagged_activity_until_case_open,is_new_region,home_activity_continues,modal_home_region_proxy,purchaser_email_seen_before,recipient_email_seen_before,email_novelty,feature_cutoff
CC-0848,0,cleared,C07223,3072725,first_txn_ids,2016-07-20 22:11:24,2016-07-21 16:11:24,2016-07-20 16:11:24,False,0.86,199.99,online,R,0,3,3,0,3,0,3,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,weak,weak,,,,0,0,0,74,73,167,2,2,2,3,5,2,2,3,0,0,0,0,1,0,0,,0,0,1,2016-07-20 22:11:24
CC-0849,1,confirmed_fraud,C03095,3065357,first_fraud_txn_id,2016-07-20 22:12:00,2016-07-22 22:12:00,2016-07-18 23:11:07,False,0.7,25.68,online,C,0,1,1,0,1,0,1,0,1,0,0,0,0,1,network,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,weak,medium,,,,0,0,0,2,1,5,2,8,9,11,16,8,9,11,0,0,0,0,6,0,0,,1,1,0,2016-07-20 22:12:00
CC-0850,1,confirmed_fraud,C06121,3067804,first_fraud_txn_id,2016-07-20 22:33:53,2016-07-21 19:33:53,2016-07-19 16:10:17,False,0.93,117.01,in_person,W,2,0,2,0,2,0,2,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,,strong,2,2,0,0,0,0,0,38,58,133,236,0,1,3,130,0,0,0,22,0,1,264.0,1,0,1,2016-07-20 22:33:53
CC-0851,0,cleared,C02646,3072560,first_txn_ids,2016-07-20 22:41:35,2016-07-22 15:41:35,2016-07-20 15:41:35,False,0.87,250.02,online,R,0,4,4,0,5,0,3,0,4,1,0,0,0,3,behavioral_pattern|identity_device|identity_network,0,0,1,1,0,0,1,1,0,1,0,0,1,,medium,medium,,,medium,medium,,weak,,weak,weak,weak,,,,0,0,0,207,206,360,4,2,2,3,4,2,2,3,0,0,0,0,1,0,0,,0,0,1,2016-07-20 22:41:35
CC-0852,0,cleared,C10986,3073367,first_txn_ids,2016-07-20 22:53:25,2016-07-21 17:53:25,2016-07-20 17:53:25,False,0.88,727.4,in_person,W,0,2,2,0,2,0,2,0,2,0,0,0,0,2,behavioral_pattern|geographic_behavior,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,medium,,,,,medium,weak,weak,,,,,0,0,0,0,0,0,0,7,13,25,52,0,0,0,25,0,0,0,1,1,1,272.0,0,0,1,2016-07-20 22:53:25
CC-0853,1,confirmed_fraud,C10026,3070969,first_fraud_txn_id,2016-07-20 23:11:59,2016-07-24 02:11:59,2016-07-20 02:11:59,False,0.33,350.0,online,R,0,4,2,0,4,0,2,0,4,0,0,0,0,3,behavioral_pattern|identity_device|identity_network,0,0,1,1,0,0,1,1,0,0,0,0,1,,medium,medium,,,medium,medium,,,,weak,,weak,,,,0,0,0,18,17,25,4,1,2,2,2,1,2,2,0,0,0,0,0,0,0,,0,1,1,2016-07-20 23:11:59
CC-0854,1,confirmed_fraud,C08989,3074540,first_fraud_txn_id,2016-07-20 23:13:05,2016-07-26 21:13:05,2016-07-20 21:13:05,False,0.69,59.08,in_person,W,0,1,2,0,0,1,2,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,,,weak,medium,,1,0,1,0,0,0,0,7,16,76,134,6,12,47,29,0,0,0,0,1,0,299.0,1,0,1,2016-07-20 23:13:05
CC-0855,1,confirmed_fraud,C01525,3069383,first_fraud_txn_id,2016-07-20 23:47:22,2016-07-25 20:47:22,2016-07-19 20:47:22,False,0.75,33.73,online,C,2,1,2,0,3,0,2,2,1,0,0,0,0,2,historical|identity_device,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,medium,,,,,,weak,weak,strong,,strong,2,2,0,13,12,24,2,9,13,28,46,9,13,28,0,0,0,1,6,0,0,,1,1,0,2016-07-20 23:47:22
CC-0856,1,confirmed_fraud,C11397,3071625,first_fraud_txn_id,2016-07-20 23:56:23,2016-07-24 05:56:23,2016-07-20 05:41:50,False,0.26,100.01,online,S,0,1,5,0,3,0,3,0,1,2,0,0,0,1,behavioral_pattern,0,0,1,0,0,0,0,0,1,1,0,0,1,,medium,,,,,,weak,weak,,weak,weak,weak,,,,0,0,0,9,8,12,4,2,2,2,2,2,2,2,0,0,0,0,1,0,0,,0,0,1,2016-07-20 23:56:23
CC-0857,1,confirmed_fraud,C12961,3067120,first_fraud_txn_id,2016-07-21 01:38:21,2016-07-25 09:38:21,2016-07-19 13:11:47,False,0.8,100.09,online,H,3,1,2,0,4,0,2,3,1,0,0,0,0,3,behavioral_identity|historical|identity_device,0,0,0,0,1,0,1,0,0,0,0,1,1,,,,strong,,medium,,,,,,weak,weak,strong,,strong,3,3,0,29,28,36,4,68,87,180,388,42,53,104,76,0,0,0,43,0,0,,1,1,0,2016-07-21 01:38:21
CC-0858,1,confirmed_fraud,C06403,3069032,first_fraud_txn_id,2016-07-21 01:44:02,2016-07-23 19:44:02,2016-07-19 19:44:02,False,0.24,107.05,in_person,W,2,0,2,0,2,0,2,2,0,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,weak,weak,,strong,,strong,2,2,0,0,0,0,0,15,24,54,118,1,1,1,53,0,0,0,10,0,0,299.0,1,0,1,2016-07-21 01:44:02
CC-0859,1,confirmed_fraud,C09508,3071665,first_fraud_txn_id,2016-07-21 02:08:32,2016-07-26 06:08:32,2016-07-20 06:08:32,False,0.31,106.29,online,C,0,0,4,0,2,0,2,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,weak,weak,,weak,,weak,,,,0,0,0,152,151,781,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,1,2016-07-21 02:08:32
CC-0860,1,confirmed_fraud,C03285,3070892,first_fraud_txn_id,2016-07-21 02:20:05,2016-07-24 20:20:05,2016-07-20 01:50:29,False,0.7,499.92,online,R,1,1,3,0,3,0,2,1,1,1,0,0,0,2,behavioral_identity|historical,0,0,0,0,1,0,0,0,0,1,0,0,1,,,,strong,,,,,weak,,,weak,weak,medium,,,1,1,0,71,70,101,4,10,14,28,50,7,8,14,14,0,0,0,7,0,0,,1,1,0,2016-07-21 02:20:05
CC-0861,0,cleared,C10264,3075626,first_txn_ids,2016-07-21 02:37:08,2016-07-23 00:37:08,2016-07-21 00:37:08,False,0.91,99.96,online,R,0,3,3,0,3,0,3,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,weak,weak,,,,0,0,0,189,188,331,4,2,3,5,8,2,3,5,0,0,0,0,1,0,0,,0,1,1,2016-07-21 02:37:08
CC-0862,0,cleared,C01104,3073861,first_txn_ids,2016-07-21 03:21:59,2016-07-23 19:21:59,2016-07-20 19:21:59,False,0.94,75.09,online,R,3,1,2,0,4,0,2,3,1,0,0,0,0,3,behavioral_identity|historical|identity_device,0,0,0,0,1,0,1,0,0,0,0,1,1,,,,strong,,medium,,,,,,weak,weak,strong,,strong,2,2,0,27,26,42,4,9,17,54,98,5,9,38,16,0,0,0,3,0,0,,1,1,0,2016-07-21 03:21:59
CC-0863,1,confirmed_fraud,C00409,3070067,first_fraud_txn_id,2016-07-21 04:53:01,2016-07-24 22:53:01,2016-07-19 22:53:01,False,0.7,109.02,in_person,W,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,,,,,,0,0,0,0,0,0,0,1,2,3,8,0,0,0,3,0,0,0,0,0,0,264.0,1,0,1,2016-07-21 04:53:01
CC-0864,0,cleared,C09468,3074951,first_txn_ids,2016-07-21 06:26:34,2016-07-22 22:26:34,2016-07-20 22:26:34,False,0.86,50.04,online,H,1,1,0,0,2,0,0,1,1,0,0,0,0,2,behavioral_identity|identity_device,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,strong,,medium,,,,,,,,,,,0,0,0,0,0,0,4,6,9,31,49,5,7,26,5,0,0,0,0,0,0,,1,1,0,2016-07-21 06:26:34
CC-0865,0,cleared,C02456,3075657,first_txn_ids,2016-07-21 06:42:42,2016-07-24 00:42:42,2016-07-21 00:42:42,False,0.9,15.23,online,C,0,5,0,0,5,0,0,0,5,0,0,0,0,4,behavioral_pattern|historical|identity_device|network,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,,,medium,medium,,,1,1,0,2,1,2,2,3,3,4,9,3,3,4,0,0,0,0,0,0,0,,1,1,0,2016-07-21 06:42:42
CC-0866,1,confirmed_fraud,C05472,3062876,first_fraud_txn_id,2016-07-21 07:20:05,2016-07-26 05:20:05,2016-07-18 15:58:46,False,0.49,50.01,online,S,0,1,5,0,3,0,3,0,1,2,0,0,0,1,identity_device,0,0,0,0,0,0,1,0,1,1,0,0,1,,,,,,medium,,weak,weak,,weak,weak,weak,,,,0,0,0,7,6,12,2,9,9,9,9,9,9,9,0,0,0,0,8,0,0,,0,0,1,2016-07-21 07:20:05
CC-0867,1,confirmed_fraud,C01154,3071771,first_fraud_txn_id,2016-07-21 07:22:34,2016-07-23 09:22:34,2016-07-20 09:22:34,False,0.08,150.06,online,H,0,1,2,0,1,0,2,0,1,0,0,0,0,1,behavioral_identity,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,medium,,,,,,,,weak,weak,,,,0,0,0,29,28,36,4,20,24,44,90,14,15,33,11,0,0,0,8,0,0,,1,1,0,2016-07-21 07:22:34
CC-0868,1,confirmed_fraud,C02809,3076544,first_fraud_txn_id,2016-07-21 08:03:41,2016-07-24 06:03:41,2016-07-21 04:10:57,False,0.16,186.09,in_person,W,0,1,2,0,1,0,2,0,1,0,0,0,0,1,historical,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,medium,,,1,1,0,0,0,0,0,6,10,39,100,1,1,9,30,0,0,0,3,0,1,299.0,1,0,1,2016-07-21 08:03:41
CC-0869,1,confirmed_fraud,C08662,3063052,first_fraud_txn_id,2016-07-21 08:12:41,2016-07-26 15:12:41,2016-07-18 16:28:33,False,0.59,48.98,in_person,W,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,,,,0,0,0,0,0,0,0,20,21,41,72,0,0,3,38,0,0,0,16,0,1,123.0,0,0,1,2016-07-21 08:12:41
CC-0870,0,cleared,C13007,3076370,first_txn_ids,2016-07-21 08:14:19,2016-07-24 03:14:19,2016-07-21 03:14:19,False,0.9,150.08,online,H,1,3,3,0,5,0,2,1,3,1,0,0,0,3,behavioral_identity|behavioral_pattern|identity_device,0,0,1,1,1,0,1,0,0,1,0,0,1,,medium,medium,strong,,medium,,,weak,,weak,,weak,,,,0,0,0,77,76,110,4,2,3,5,13,2,2,2,3,0,0,0,0,0,0,,0,0,1,2016-07-21 08:14:19
CC-0871,0,cleared,C11730,3076247,first_txn_ids,2016-07-21 08:40:47,2016-07-22 02:40:47,2016-07-21 02:40:47,False,0.87,25.09,online,H,0,3,0,0,3,0,0,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,0,,medium,medium,,,medium,,,,,,,,,,,0,0,0,0,0,0,4,1,2,3,7,1,2,2,1,0,0,0,0,0,0,,1,1,0,2016-07-21 08:40:47
CC-0872,1,confirmed_fraud,C11792,3074924,first_fraud_txn_id,2016-07-21 10:22:32,2016-07-25 22:22:32,2016-07-20 22:22:32,False,0.39,100.0,online,R,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,weak,,weak,,,,0,0,0,10,9,18,4,1,1,2,3,1,1,2,0,0,0,0,0,0,0,,0,0,1,2016-07-21 10:22:32
CC-0873,0,cleared,C10434,3076736,first_txn_ids,2016-07-21 11:56:18,2016-07-23 05:56:18,2016-07-21 05:56:18,False,0.93,50.05,online,R,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,,weak,,,,0,0,0,18,17,21,4,2,3,4,5,2,3,4,0,0,0,0,0,0,0,,0,1,1,2016-07-21 11:56:18
CC-0874,0,cleared,C08894,3076518,first_txn_ids,2016-07-21 12:02:03,2016-07-23 04:02:03,2016-07-21 04:02:03,False,0.88,199.93,online,R,0,1,2,0,2,0,1,0,1,1,0,0,0,1,identity_device,0,0,0,0,0,0,1,0,0,1,0,0,1,,,,,,medium,,,weak,,,,weak,,,,0,0,0,166,165,318,4,1,1,1,2,1,1,1,0,0,0,0,0,0,0,,1,1,0,2016-07-21 12:02:03
CC-0875,1,confirmed_fraud,C08014,3073334,first_fraud_txn_id,2016-07-21 12:48:19,2016-07-23 17:48:19,2016-07-20 17:48:19,False,0.81,335.09,in_person,W,0,0,3,0,2,0,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,weak,weak,,weak,,,,,,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,,0,0,1,2016-07-21 12:48:19
CC-0876,1,confirmed_fraud,C08281,3074792,first_fraud_txn_id,2016-07-21 12:56:13,2016-07-23 21:56:13,2016-07-20 21:56:13,False,0.1,107.03,online,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,7,1,1,1,0,0,0,0,0,0,0,,1,1,0,2016-07-21 12:56:13
CC-0877,0,cleared,C07878,3076648,first_txn_ids,2016-07-21 12:58:21,2016-07-23 04:58:21,2016-07-21 04:58:21,False,0.86,249.95,online,R,0,3,1,0,3,0,1,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,,,weak,,,,0,0,0,45,44,58,4,1,4,13,28,1,4,13,0,0,0,0,0,0,0,,1,1,0,2016-07-21 12:58:21
CC-0878,1,confirmed_fraud,C09420,3076490,first_fraud_txn_id,2016-07-21 13:17:31,2016-07-24 04:17:31,2016-07-21 03:50:17,False,0.82,399.96,online,R,1,3,4,0,5,0,3,1,3,1,0,0,0,3,behavioral_identity|behavioral_pattern|identity_device,0,0,1,1,1,0,1,0,0,1,0,0,1,,medium,medium,strong,,medium,,,weak,,weak,weak,weak,,,,0,0,0,51,50,70,4,5,6,20,49,3,3,5,15,0,0,0,3,0,0,,0,0,1,2016-07-21 13:17:31
CC-0879,1,confirmed_fraud,C06228,3074553,first_fraud_txn_id,2016-07-21 14:50:16,2016-07-24 21:50:16,2016-07-20 21:15:40,False,0.2,100.0,online,R,0,1,3,0,1,0,3,0,1,0,0,0,0,1,behavioral_identity,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,medium,,,,,,,weak,weak,weak,,,,0,0,0,10,9,18,4,6,7,9,9,6,6,8,1,0,0,0,4,0,0,,1,0,1,2016-07-21 14:50:16
CC-0880,1,confirmed_fraud,C02205,3074970,first_fraud_txn_id,2016-07-21 16:29:10,2016-07-24 22:29:10,2016-07-20 22:29:10,False,0.07,185.94,in_person,W,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,,,,,,0,0,0,0,0,0,0,1,2,4,6,0,1,2,2,0,0,0,0,0,0,330.0,0,0,1,2016-07-21 16:29:10
CC-0881,0,cleared,C08072,3077162,first_txn_ids,2016-07-21 16:50:31,2016-07-22 13:50:31,2016-07-21 13:50:31,False,0.9,50.08,online,R,1,1,2,0,2,0,2,1,1,0,0,0,0,2,behavioral_identity|identity_device,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,strong,,medium,,,,,,weak,weak,,,,0,0,0,218,217,378,4,7,9,28,60,5,7,22,6,0,0,0,1,0,0,,1,1,0,2016-07-21 16:50:31
CC-0882,0,cleared,C02566,3078162,first_txn_ids,2016-07-21 18:07:40,2016-07-23 17:07:40,2016-07-21 17:07:40,False,0.86,1000.0,online,R,0,3,0,0,3,0,0,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,0,,medium,medium,,,medium,,,,,,,,,,,0,0,0,0,0,0,4,2,2,3,5,2,2,3,0,0,0,0,0,0,0,,1,1,0,2016-07-21 18:07:40
CC-0883,1,confirmed_fraud,C00259,3071606,first_fraud_txn_id,2016-07-21 19:06:29,2016-07-25 00:06:29,2016-07-20 05:34:14,False,0.13,49.59,online,C,2,4,1,0,6,0,1,2,4,0,0,0,0,4,behavioral_pattern|historical|identity_device|network,0,0,1,1,0,0,1,0,0,0,0,1,1,,medium,medium,,,medium,,,,,,weak,medium,strong,,strong,2,2,0,2,1,3,2,3,3,5,13,3,3,5,0,0,0,0,1,0,0,,1,1,0,2016-07-21 19:06:29
CC-0884,1,confirmed_fraud,C06026,3074243,first_fraud_txn_id,2016-07-21 19:07:58,2016-07-26 21:07:58,2016-07-20 20:24:01,False,0.38,444.92,in_person,W,0,3,2,0,3,0,2,0,3,0,0,0,0,3,behavioral_pattern|geographic_behavior|historical,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,medium,,,,,medium,weak,weak,,medium,,,1,1,0,0,0,0,0,20,30,48,63,15,20,38,10,0,0,0,10,1,1,204.0,1,0,1,2016-07-21 19:07:58
CC-0885,0,cleared,C04759,3077502,first_txn_ids,2016-07-21 19:10:15,2016-07-23 15:10:15,2016-07-21 15:10:15,False,0.86,50.0,online,R,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,,weak,weak,,,,0,0,0,18,17,23,3,4,4,6,16,4,4,6,0,0,0,0,1,0,0,,1,1,0,2016-07-21 19:10:15
CC-0886,0,cleared,C01569,3078273,first_txn_ids,2016-07-21 19:22:50,2016-07-23 17:22:50,2016-07-21 17:22:50,False,0.87,200.0,online,R,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,,weak,,,,0,0,0,9,8,9,4,2,2,3,6,2,2,3,0,0,0,0,0,0,0,,1,0,1,2016-07-21 19:22:50
CC-0887,0,cleared,C04840,3077009,first_txn_ids,2016-07-21 19:36:06,2016-07-24 12:36:06,2016-07-21 12:36:06,False,0.81,49.96,online,H,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,,weak,,,,0,0,0,4,3,4,4,3,3,9,15,3,3,9,0,0,0,0,0,0,0,,1,0,1,2016-07-21 19:36:06
CC-0888,0,cleared,C11190,3077400,first_txn_ids,2016-07-21 19:49:08,2016-07-23 14:49:08,2016-07-21 14:49:08,False,0.87,400.08,online,R,0,3,3,0,3,0,3,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,weak,weak,,,,0,0,0,17,16,20,4,2,3,3,4,2,3,3,0,0,0,0,1,0,0,,1,0,1,2016-07-21 19:49:08
CC-0889,0,cleared,C05061,3077784,first_txn_ids,2016-07-21 20:04:45,2016-07-24 16:04:45,2016-07-21 16:04:45,False,0.84,99.93,online,R,1,3,2,0,4,0,2,1,3,0,0,0,0,3,behavioral_identity|behavioral_pattern|identity_device,0,0,1,1,1,0,1,0,0,0,0,0,1,,medium,medium,strong,,medium,,,,,weak,,weak,,,,0,0,0,4,3,4,4,2,4,14,22,2,2,10,4,0,0,0,0,0,0,,0,0,1,2016-07-21 20:04:45
CC-0890,1,confirmed_fraud,C03467,3073101,first_fraud_txn_id,2016-07-21 20:11:16,2016-07-23 17:11:16,2016-07-20 17:11:16,False,0.59,75.06,online,H,0,3,2,0,3,0,2,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,,weak,,,,0,0,0,19,18,26,4,2,2,2,2,2,2,2,0,0,0,0,0,0,0,,0,0,1,2016-07-21 20:11:16
CC-0891,1,confirmed_fraud,C06940,3074208,first_fraud_txn_id,2016-07-21 20:18:21,2016-07-25 20:18:21,2016-07-20 20:18:21,False,0.33,37.81,online,C,0,2,1,0,2,0,1,0,2,0,0,0,0,2,historical|identity_device,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,medium,,,,,,weak,,medium,,,1,1,0,0,0,0,2,5,6,10,36,5,6,10,0,0,0,0,3,0,0,,1,1,0,2016-07-21 20:18:21
CC-0892,0,cleared,C06190,3077718,first_txn_ids,2016-07-21 20:53:54,2016-07-24 15:53:54,2016-07-21 15:53:54,False,0.9,124.97,online,R,1,2,2,0,3,0,2,1,2,0,0,0,0,3,behavioral_identity|identity_network|network,0,0,0,0,1,0,0,1,0,0,0,0,1,,,,medium,,,medium,,,,weak,weak,strong,,,,0,0,0,3,2,3,4,7,10,39,63,4,5,19,20,0,0,0,1,0,0,,0,1,1,2016-07-21 20:53:54
CC-0893,0,cleared,C06663,3077792,first_txn_ids,2016-07-21 21:06:16,2016-07-22 16:06:16,2016-07-21 16:06:16,False,0.93,216.64,online,C,0,2,2,0,2,0,2,0,2,0,0,0,0,2,historical|identity_device,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,medium,,,,,,weak,weak,medium,,,1,1,0,10,9,18,2,16,38,94,168,16,38,94,0,0,0,0,5,0,0,,1,1,0,2016-07-21 21:06:16
CC-0894,0,cleared,C12061,3079708,first_txn_ids,2016-07-21 22:44:17,2016-07-22 20:44:17,2016-07-21 20:44:17,False,0.82,100.06,online,R,1,1,1,0,2,0,1,1,1,0,0,0,0,2,behavioral_identity|identity_device,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,strong,,medium,,,,,,,weak,,,,0,0,0,5,4,5,4,6,8,29,72,1,1,8,21,0,0,0,0,0,0,,1,1,0,2016-07-21 22:44:17
CC-0895,1,confirmed_fraud,C07638,3079770,first_fraud_txn_id,2016-07-21 22:55:01,2016-07-25 20:55:01,2016-07-21 20:55:01,False,0.55,97.1,online,C,0,1,1,0,1,0,1,0,1,0,0,0,0,1,behavioral_pattern,0,0,1,0,0,0,0,0,0,0,0,0,0,,medium,,,,,,,,,weak,,,,,,0,0,0,0,0,0,0,3,3,4,4,3,3,4,0,0,0,0,0,0,0,,0,0,1,2016-07-21 22:55:01
CC-0896,0,cleared,C12002,3078520,first_txn_ids,2016-07-21 22:55:17,2016-07-24 17:55:17,2016-07-21 17:55:17,False,0.85,200.08,online,R,0,3,1,0,3,0,1,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,,,weak,,,,0,0,0,337,336,741,4,3,3,4,5,3,3,4,0,0,0,0,0,0,0,,1,1,0,2016-07-21 22:55:17
CC-0897,1,confirmed_fraud,C10364,3079412,first_fraud_txn_id,2016-07-21 22:59:40,2016-07-23 19:59:40,2016-07-21 19:59:40,False,0.97,444.99,in_person,W,0,0,2,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,weak,weak,,,,,0,0,0,0,0,0,0,4,5,15,25,1,1,6,9,0,0,0,1,0,0,325.0,1,0,1,2016-07-21 22:59:40
CC-0898,0,cleared,C01563,3079531,first_txn_ids,2016-07-21 23:17:30,2016-07-22 20:17:30,2016-07-21 20:17:30,False,0.86,250.09,online,R,1,3,1,0,4,0,1,1,3,0,0,0,0,3,behavioral_identity|behavioral_pattern|identity_device,0,0,1,1,1,0,1,0,0,0,0,0,1,,medium,medium,strong,,medium,,,,,,,weak,,,,0,0,0,55,54,73,4,4,6,18,39,3,4,15,3,0,0,0,0,0,0,,1,1,0,2016-07-21 23:17:30
CC-0899,1,confirmed_fraud,C06837,3074894,first_fraud_txn_id,2016-07-21 23:48:57,2016-07-23 11:48:57,2016-07-20 22:16:33,False,0.54,149.96,online,H,0,1,5,0,3,0,3,0,1,2,0,0,0,1,behavioral_pattern,0,0,1,0,0,0,0,0,1,1,0,0,1,,medium,,,,,,weak,weak,,weak,weak,weak,,,,0,0,0,99,98,149,4,4,4,4,4,4,4,4,0,0,0,0,3,0,0,,0,0,1,2016-07-21 23:48:57
CC-0900,0,cleared,C04968,3078479,first_txn_ids,2016-07-21 23:49:53,2016-07-23 17:49:53,2016-07-21 17:49:53,False,0.82,250.06,online,R,0,3,3,0,3,0,3,0,3,0,0,0,0,2,behavioral_pattern|identity_device,0,0,1,1,0,0,1,0,0,0,0,0,1,,medium,medium,,,medium,,,,,weak,weak,weak,,,,0,0,0,15,14,19,4,2,4,6,6,2,4,6,0,0,0,0,1,0,0,,1,0,1,2016-07-21 23:49:53
CC-0901,0,cleared,C12276,3078574,first_txn_ids,2016-07-22 00:04:06,2016-07-22 18:04:06,2016-07-21 18:04:06,False,0.91,50.01,online,H,0,1,3,0,3,0,1,0,1,2,0,0,0,1,identity_device,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,medium,,weak,weak,,weak,,,,,,0,0,0,0,0,0,4,1,1,2,4,1,1,1,1,0,0,0,0,0,0,,0,0,1,2016-07-22 00:04:06
CC-0902,1,confirmed_fraud,C08269,3079040,first_fraud_txn_id,2016-07-22 00:10:44,2016-07-25 19:10:44,2016-07-21 19:10:44,False,0.04,100.06,online,H,0,1,2,0,1,0,2,0,1,0,0,0,0,1,behavioral_identity,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,medium,,,,,,,,weak,weak,,,,0,0,0,4,3,4,3,5,11,38,102,2,6,11,27,0,0,0,1,0,0,,1,1,0,2016-07-22 00:10:44
CC-0903,0,cleared,C07102,3077870,first_txn_ids,2016-07-22 00:20:03,2016-07-24 16:20:03,2016-07-21 16:20:03,False,0.81,250.08,online,R,0,1,1,0,1,0,1,0,1,0,0,0,0,1,identity_device,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,medium,,,,,,,weak,,,,0,0,0,97,96,134,4,6,8,13,20,6,8,13,0,0,0,0,0,0,0,,1,1,0,2016-07-22 00:20:03
